date,State,Confirmed,Recovered,Deceased,Other,Tested,Active
13-05-2020,Rajasthan,4328,2573,121,0,194683,1634
13-05-2020,Sikkim,0,0,0,0,439,0
13-05-2020,Telangana,1367,939,34,0,19278,394
13-05-2020,Tamil Nadu,9227,2175,64,0,279467,6988
13-05-2020,Tripura,155,2,0,0,11146,153
13-05-2020,India,78057,26417,2552,4,1947041,49084
13-05-2020,Uttar Pradesh,3758,1965,86,0,145637,1707
13-05-2020,Uttarakhand,72,46,1,0,10792,25
13-05-2020,West Bengal,2290,702,207,0,57632,1381
14-05-2020,Andaman and Nicobar Islands,33,33,0,0,3754,0
14-05-2020,Andhra Pradesh,2205,1192,48,0,210452,965
14-05-2020,Arunachal Pradesh,1,1,0,0,2677,0
14-05-2020,Assam,87,40,2,0,25824,45
14-05-2020,Bihar,999,412,7,0,40782,580
14-05-2020,Chandigarh,191,37,3,0,2505,151
14-05-2020,Chhattisgarh,60,56,0,0,29697,4
14-05-2020,Delhi,8470,3045,115,0,119736,5310
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6554,0
14-05-2020,Goa,15,7,0,0,6736,8
14-05-2020,Gujarat,9592,3753,586,0,124708,5253
14-05-2020,Himachal Pradesh,74,35,3,3,14256,33
14-05-2020,Haryana,818,439,11,0,69191,368
14-05-2020,Jharkhand,203,87,3,0,27789,113
14-05-2020,Jammu and Kashmir,983,485,11,0,63515,487
14-05-2020,Karnataka,987,460,35,1,128373,491
14-05-2020,Kerala,561,493,4,0,45039,64
14-05-2020,Ladakh,43,22,0,0,3683,21
14-May-20,Maharashtra,27524,6089,1019,0,240482,20416
14-05-2020,Meghalaya,13,11,1,0,2480,1
14-05-2020,Manipur,3,2,0,0,1706,1
14-05-2020,Madhya Pradesh,4426,2171,237,0,89760,2018
14-05-2020,Mizoram,1,1,0,0,273,0
14-05-2020,Nagaland,0,0,0,0,891,0
14-05-2020,Odisha,672,158,3,0,77150,511
14-05-2020,Punjab,1935,223,32,0,47408,1680
14-05-2020,Puducherry,16,9,0,0,5112,7
14-05-2020,Rajasthan,4534,2638,125,0,204243,1771
14-05-2020,Sikkim,0,0,0,0,579,0
14-05-2020,Telangana,1414,952,34,0,19278,428
14-05-2020,Tamil Nadu,9674,2240,66,0,291432,7368
14-05-2020,Tripura,156,29,0,0,11804,127
14-05-2020,India,82048,28011,2649,4,2039952,51384
14-05-2020,Uttar Pradesh,3902,2072,88,0,153139,1742
14-05-2020,Uttarakhand,78,50,1,0,11294,27
14-05-2020,West Bengal,2377,768,215,0,62837,1394
15-05-2020,Andaman and Nicobar Islands,33,33,0,0,3754,0
15-05-2020,Andhra Pradesh,2307,1252,48,0,219490,1007
15-05-2020,Arunachal Pradesh,1,1,0,0,2942,0
15-05-2020,Assam,90,41,2,0,28178,47
15-05-2020,Bihar,1033,440,7,0,42645,586
15-05-2020,Chandigarh,191,40,3,0,2586,148
15-05-2020,Chhattisgarh,66,56,0,0,31341,10
15-05-2020,Delhi,8895,3518,123,0,125189,5254
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6916,0
15-05-2020,Goa,15,7,0,0,7304,8
15-05-2020,Gujarat,9932,4035,606,0,127859,5291
15-05-2020,Himachal Pradesh,76,35,3,3,15557,35
15-05-2020,Haryana,854,464,13,0,72326,377
15-05-2020,Jharkhand,211,97,3,0,29236,111
15-05-2020,Jammu and Kashmir,1013,513,11,0,70306,489
15-05-2020,Karnataka,1056,480,36,1,133724,539
15-05-2020,Kerala,577,493,4,0,46831,80
15-05-2020,Ladakh,43,24,0,0,3683,19
15-May-20,Maharashtra,29100,6564,1068,0,250898,21468
15-05-2020,Meghalaya,13,11,1,0,2712,1
15-05-2020,Manipur,3,2,0,0,1799,1
15-05-2020,Madhya Pradesh,4595,2283,239,0,93849,2073
15-05-2020,Mizoram,1,1,0,0,273,0
15-05-2020,Nagaland,0,0,0,0,910,0
15-05-2020,Odisha,737,166,3,0,81919,568
15-05-2020,Punjab,1932,305,32,0,49301,1595
15-05-2020,Puducherry,16,9,0,0,5312,7
15-05-2020,Rajasthan,4747,2729,125,0,212317,1893
15-05-2020,Sikkim,0,0,0,0,348,0
15-05-2020,Telangana,1454,959,34,0,19278,461
15-05-2020,Tamil Nadu,10108,2599,71,0,303104,7438
15-05-2020,Tripura,156,42,0,0,12561,114
15-05-2020,India,85856,30245,2753,4,2134277,52854
15-05-2020,Uttar Pradesh,4057,2165,95,0,159282,1797
15-05-2020,Uttarakhand,82,51,1,0,12045,30
15-05-2020,West Bengal,2461,829,225,0,69543,1407
16-05-2020,Andaman and Nicobar Islands,33,33,0,0,6677,0
16-05-2020,Andhra Pradesh,2355,1353,49,0,219490,953
16-05-2020,Arunachal Pradesh,1,1,0,0,3163,0
16-05-2020,Assam,93,41,2,0,31276,50
16-05-2020,Bihar,1178,473,8,0,44340,697
16-05-2020,Chandigarh,191,51,3,0,2718,137
16-05-2020,Chhattisgarh,67,58,0,0,32678,9
16-05-2020,Delhi,9333,3926,129,0,130845,5278
16-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,6916,0
16-05-2020,Goa,20,7,0,0,8011,13
16-05-2020,Gujarat,10989,4308,625,0,138407,6056
16-05-2020,Himachal Pradesh,78,39,3,3,16534,33
16-05-2020,Haryana,887,514,13,0,75097,360
16-05-2020,Jharkhand,217,113,3,0,31025,101
16-05-2020,Jammu and Kashmir,1121,542,12,0,76191,567
16-05-2020,Karnataka,1092,496,36,1,140024,559
16-05-2020,Kerala,588,497,4,0,48433,87
16-05-2020,Ladakh,43,24,0,0,4067,19
16-May-20,Maharashtra,30706,7088,1135,0,261815,22483
16-05-2020,Meghalaya,13,11,1,0,2712,1
16-05-2020,Manipur,7,2,0,0,1900,5
16-05-2020,Madhya Pradesh,4790,2315,243,0,99677,2232
16-05-2020,Mizoram,1,1,0,0,282,0
16-05-2020,Nagaland,0,0,0,0,917,0
16-05-2020,Odisha,737,196,3,0,86140,538
16-05-2020,Punjab,1946,1257,32,0,50613,657
16-05-2020,Puducherry,17,9,0,0,5484,8
16-05-2020,Rajasthan,4960,2944,126,0,221439,1890
16-05-2020,Sikkim,0,0,0,0,840,0
16-05-2020,Telangana,1509,971,34,0,23388,504
16-05-2020,Tamil Nadu,10585,3538,75,0,313639,6972
16-05-2020,Tripura,167,64,0,0,13178,103
16-05-2020,India,90650,34257,2873,4,2227642,53516
16-05-2020,Uttar Pradesh,4258,2441,104,0,163105,1713
16-05-2020,Uttarakhand,91,51,1,0,12597,39
16-05-2020,West Bengal,2576,892,232,0,77288,1452
17-05-2020,Andaman and Nicobar Islands,33,33,0,0,6677,0
17-05-2020,Andhra Pradesh,2380,1456,50,0,238998,874
17-05-2020,Arunachal Pradesh,1,1,0,0,3349,0
17-05-2020,Assam,101,42,2,0,34376,57
17-05-2020,Bihar,1320,473,8,0,45729,839
17-05-2020,Chandigarh,191,51,3,0,2812,137
17-05-2020,Chhattisgarh,85,59,0,0,32678,26
17-05-2020,Delhi,9755,4202,148,0,135791,5405
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7157,0
17-05-2020,Goa,29,7,0,0,8785,22
17-05-2020,Gujarat,11380,4499,659,0,143600,6222
17-05-2020,Himachal Pradesh,80,40,3,3,17417,34
17-05-2020,Haryana,910,562,14,0,78029,334
17-05-2020,Jharkhand,223,113,3,0,33220,107
17-05-2020,Jammu and Kashmir,1183,575,13,0,80934,595
17-05-2020,Karnataka,1147,509,37,1,145398,600
17-05-2020,Kerala,602,497,4,0,50036,101
17-05-2020,Ladakh,43,24,0,0,4067,19
17-May-20,Maharashtra,33053,7688,1198,0,274040,24167
17-05-2020,Meghalaya,13,11,1,0,2712,1
17-05-2020,Manipur,7,2,0,0,1900,5
17-05-2020,Madhya Pradesh,4977,2403,248,0,103898,2326
17-05-2020,Mizoram,1,1,0,0,282,0
17-05-2020,Nagaland,0,0,0,0,952,0
17-05-2020,Odisha,828,220,4,0,91223,604
17-05-2020,Punjab,1964,1366,35,0,51812,563
17-05-2020,Puducherry,17,9,0,0,5619,8
17-05-2020,Rajasthan,5202,3055,131,0,231946,2016
17-05-2020,Sikkim,0,0,0,0,947,0
17-05-2020,Telangana,1551,992,34,0,23388,525
17-05-2020,Tamil Nadu,11224,4172,79,0,326720,6973
17-05-2020,Tripura,165,85,0,0,13750,80
17-05-2020,India,95699,36795,3025,4,2302792,55875
17-05-2020,Uttar Pradesh,4464,2636,112,0,172219,1716
17-05-2020,Uttarakhand,92,52,1,0,13212,39
17-05-2020,West Bengal,2677,959,238,0,85956,1480
18-05-2020,Andaman and Nicobar Islands,33,33,0,0,6677,0
18-05-2020,Andhra Pradesh,2432,1552,50,0,248771,830
18-05-2020,Arunachal Pradesh,1,1,0,0,3662,0
18-05-2020,Assam,116,42,4,0,37898,70
18-05-2020,Bihar,1423,517,9,0,46996,897
18-05-2020,Chandigarh,196,54,3,0,2892,139
18-05-2020,Chhattisgarh,95,59,0,0,36606,36
18-05-2020,Delhi,10054,4485,160,0,139727,5409
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7571,0
18-05-2020,Goa,38,7,0,0,8785,31
18-05-2020,Gujarat,11746,4804,694,0,148824,6248
18-05-2020,Himachal Pradesh,90,42,3,3,18224,42
18-05-2020,Haryana,928,598,14,0,80698,316
18-05-2020,Jharkhand,228,127,3,0,35359,98
18-05-2020,Jammu and Kashmir,1289,609,15,0,88601,665
18-05-2020,Karnataka,1246,530,37,1,151663,678
18-05-2020,Kerala,631,497,4,0,51059,130
18-05-2020,Ladakh,43,43,0,0,4219,0
18-May-20,Maharashtra,35058,8437,1249,0,282437,25372
18-05-2020,Meghalaya,13,12,1,0,2896,0
18-05-2020,Manipur,7,2,0,0,2483,5
18-05-2020,Madhya Pradesh,5236,2435,252,0,112168,2549
18-05-2020,Mizoram,1,1,0,0,301,0
18-05-2020,Nagaland,0,0,0,0,961,0
18-05-2020,Odisha,876,277,4,0,95766,595
18-05-2020,Punjab,1980,1547,37,0,52955,396
18-05-2020,Puducherry,17,9,0,0,5754,8
18-05-2020,Rajasthan,5507,3218,138,0,243476,2151
18-05-2020,Sikkim,0,0,0,0,1087,0
18-05-2020,Telangana,1592,1002,34,0,23388,556
18-05-2020,Tamil Nadu,11760,4406,82,0,337841,7272
18-05-2020,Tripura,165,89,0,0,14286,76
18-05-2020,India,100327,39277,3156,4,2404267,57890
18-05-2020,Uttar Pradesh,4605,2783,118,0,176479,1704
18-05-2020,Uttarakhand,96,52,1,0,13870,43
18-05-2020,West Bengal,2824,1006,244,0,93570,1574
19-05-2020,Andaman and Nicobar Islands,33,33,0,0,6965,0
19-05-2020,Andhra Pradesh,2489,1621,52,0,258450,816
19-05-2020,Arunachal Pradesh,1,1,0,0,3941,0
19-05-2020,Assam,158,42,4,0,41116,112
19-05-2020,Bihar,1519,517,9,0,50563,993
19-05-2020,Chandigarh,199,57,3,0,3031,139
19-05-2020,Chhattisgarh,100,59,0,0,39010,41
19-05-2020,Delhi,10554,4750,166,0,145854,5638
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,7829,0
19-05-2020,Goa,46,7,0,0,9549,39
19-05-2020,Gujarat,12141,5043,719,0,154674,6379
19-05-2020,Himachal Pradesh,92,47,4,3,19645,38
19-05-2020,Haryana,964,627,14,0,82544,323
19-05-2020,Jharkhand,248,127,3,0,37589,118
19-05-2020,Jammu and Kashmir,1317,647,17,0,96826,653
19-05-2020,Karnataka,1395,543,40,1,158599,811
19-05-2020,Kerala,643,497,4,0,52588,142
19-05-2020,Ladakh,43,43,0,0,4730,0
19-May-20,Maharashtra,37136,9639,1325,0,294272,26172
19-05-2020,Meghalaya,13,12,1,0,3104,0
19-05-2020,Manipur,9,2,0,0,2483,7
19-05-2020,Madhya Pradesh,5465,2631,258,0,116473,2576
19-05-2020,Mizoram,1,1,0,0,313,0
19-05-2020,Nagaland,0,0,0,0,978,0
19-05-2020,Odisha,978,307,5,0,100302,666
19-05-2020,Punjab,2002,1642,38,0,55634,322
19-05-2020,Puducherry,22,10,0,0,5829,12
19-05-2020,Rajasthan,5845,3337,143,0,254533,2365
19-05-2020,Sikkim,0,0,0,0,1204,0
19-05-2020,Telangana,1634,1011,38,0,23388,585
19-05-2020,Tamil Nadu,12448,4895,85,0,348174,7468
19-05-2020,Tripura,173,116,0,0,15083,57
19-05-2020,India,106481,42309,3302,4,2512388,60866
19-05-2020,State Unassigned,814,0,0,0,,814
19-05-2020,Uttar Pradesh,4926,2918,123,0,182184,1885
19-05-2020,Uttarakhand,111,52,1,0,14691,58
19-05-2020,West Bengal,2961,1074,250,0,102282,1637
20-05-2020,Andaman and Nicobar Islands,33,33,0,0,7082,0
20-05-2020,Andhra Pradesh,2560,1664,53,0,267612,843
20-05-2020,Arunachal Pradesh,1,1,0,0,4157,0
20-05-2020,Assam,189,49,4,3,47084,133
20-05-2020,Bihar,1776,571,9,0,53361,1196
20-05-2020,Chandigarh,202,136,3,0,3031,63
20-05-2020,Chhattisgarh,114,59,0,0,39010,55
20-05-2020,Delhi,11088,5192,176,0,150282,5720
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8137,0
20-05-2020,Goa,50,7,0,0,10136,43
20-05-2020,Gujarat,12539,5219,749,0,160772,6571
20-05-2020,Himachal Pradesh,110,50,4,3,21147,53
20-05-2020,Haryana,993,648,14,0,83944,331
20-05-2020,Jharkhand,290,129,3,0,39402,158
20-05-2020,Jammu and Kashmir,1390,678,18,0,101950,694
20-05-2020,Karnataka,1462,556,41,1,166781,864
20-05-2020,Kerala,667,502,4,0,54633,161
20-05-2020,Ladakh,44,43,0,0,4730,1
20-May-20,Maharashtra,39297,10318,1390,0,307535,27589
20-05-2020,Meghalaya,14,12,1,0,3419,1
20-05-2020,Manipur,25,2,0,0,3087,23
20-05-2020,Madhya Pradesh,5735,2734,267,0,120737,2734
20-05-2020,Mizoram,1,1,0,0,315,0
20-05-2020,Nagaland,0,0,0,0,985,0
20-05-2020,Odisha,1052,343,6,0,105914,703
20-05-2020,Punjab,2005,1794,38,0,57737,173
20-05-2020,Puducherry,23,10,0,0,5960,13
20-05-2020,Rajasthan,6015,3404,147,0,265555,2464
20-05-2020,Sikkim,0,0,0,0,1342,0
20-05-2020,Telangana,1661,1013,40,0,23388,608
20-05-2020,Tamil Nadu,13191,5882,88,0,360068,7221
20-05-2020,Tripura,173,116,0,0,15822,57
20-05-2020,India,112201,45422,3436,7,2615920,63336
20-05-2020,State Unassigned,1096,0,0,0,,1096
20-05-2020,Uttar Pradesh,5175,3066,127,0,191164,1982
20-05-2020,Uttarakhand,126,53,1,0,15503,72
20-05-2020,West Bengal,3103,1136,253,0,111002,1714
21-05-2020,Andaman and Nicobar Islands,33,33,0,0,7167,0
21-05-2020,Andhra Pradesh,2605,1705,54,0,275704,846
21-05-2020,Arunachal Pradesh,1,1,0,0,4438,0
21-05-2020,Assam,211,55,4,3,51730,149
21-05-2020,Bihar,1987,571,9,0,55692,1407
21-05-2020,Chandigarh,218,178,3,0,3369,37
21-05-2020,Chhattisgarh,128,59,0,0,45522,69
21-05-2020,Delhi,11659,5567,194,0,154385,5898
21-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8456,0
21-05-2020,Goa,52,7,0,0,10859,45
21-05-2020,Gujarat,12910,5488,773,0,166152,6649
21-05-2020,Himachal Pradesh,152,55,4,3,22641,90
21-05-2020,Haryana,1030,681,14,0,88138,335
21-05-2020,Jharkhand,303,136,3,0,41936,164
21-05-2020,Jammu and Kashmir,1449,684,20,0,107108,745
21-05-2020,Karnataka,1605,571,41,1,174297,992
21-05-2020,Kerala,691,510,4,0,56373,177
21-05-2020,Ladakh,44,43,0,0,5291,1
21-May-20,Maharashtra,41642,11726,1454,0,319921,28462
21-05-2020,Meghalaya,14,12,1,0,3419,1
21-05-2020,Manipur,25,2,0,0,3087,23
21-05-2020,Madhya Pradesh,5981,2844,271,0,125608,2866
21-05-2020,Mizoram,1,1,0,0,320,0
21-05-2020,Nagaland,0,0,0,0,1001,0
21-05-2020,Odisha,1103,393,7,0,108432,703
21-05-2020,Punjab,2028,1819,39,0,59618,170
21-05-2020,Puducherry,23,10,0,0,6106,13
21-05-2020,Rajasthan,6227,3485,151,0,275974,2591
21-05-2020,Sikkim,0,0,0,0,1342,0
21-05-2020,Telangana,1699,1036,45,0,23388,618
21-05-2020,Tamil Nadu,13967,6282,95,0,372532,7590
21-05-2020,Tripura,175,148,0,0,16873,27
21-05-2020,India,118224,48553,3584,7,2719434,66080
21-05-2020,State Unassigned,1403,0,0,0,,1403
21-05-2020,Uttar Pradesh,5515,3204,138,0,206811,2173
21-05-2020,Uttarakhand,145,53,1,0,16528,91
21-05-2020,West Bengal,3197,1193,259,0,115244,1745
22-05-2020,Andaman and Nicobar Islands,33,33,0,0,7263,0
22-05-2020,Andhra Pradesh,2667,1731,55,0,284119,881
22-05-2020,Arunachal Pradesh,1,1,0,0,4844,0
22-05-2020,Assam,226,55,4,3,55791,164
22-05-2020,Bihar,2166,629,11,0,58481,1526
22-05-2020,Chandigarh,219,178,3,0,3531,38
22-05-2020,Chhattisgarh,172,62,0,0,48116,110
22-05-2020,Delhi,12319,5897,208,0,160255,6214
22-05-2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0,8979,0
22-05-2020,Goa,54,16,0,0,11362,38
22-05-2020,Gujarat,13273,5880,802,0,172562,6591
22-05-2020,Himachal Pradesh,168,55,4,3,24246,106
22-05-2020,Haryana,1067,706,16,0,91119,345
22-05-2020,Jharkhand,323,136,3,0,43988,184
22-05-2020,Jammu and Kashmir,1489,720,20,0,114859,749
22-05-2020,Karnataka,1743,597,41,1,186526,1104
22-05-2020,Kerala,733,512,5,0,58382,216
22-05-2020,Ladakh,46,43,0,0,5505,3
22-May-20,Maharashtra,44582,12583,1517,0,333087,30482
22-05-2020,Meghalaya,14,12,1,0,3682,1
22-05-2020,Manipur,26,2,0,0,3721,24
22-05-2020,Madhya Pradesh,6170,3089,272,0,129060,2809
22-05-2020,Mizoram,1,1,0,0,324,0
22-05-2020,Nagaland,0,0,0,0,1035,0
22-05-2020,Odisha,1189,436,7,0,113437,746
22-05-2020,Punjab,2029,1847,39,0,62399,143
22-05-2020,Puducherry,26,10,0,0,6233,16
22-05-2020,Rajasthan,6494,3680,153,0,287164,2661
22-05-2020,Sikkim,0,0,0,0,1637,0
22-05-2020,Telangana,1761,1043,48,0,23388,670
22-05-2020,Tamil Nadu,14753,7128,99,0,385185,7526
22-05-2020,Tripura,175,152,0,0,17721,23
22-05-2020,India,124760,51833,3726,7,2834798,69194
22-05-2020,State Unassigned,1620,0,0,0,,1620
22-05-2020,Uttar Pradesh,5735,3324,152,0,214060,2259
22-05-2020,Uttarakhand,153,53,1,0,18008,99
22-05-2020,West Bengal,3332,1221,265,0,120599,1846
23-05-2020,Andaman and Nicobar Islands,33,33,0,0,7327,0
23-05-2020,Andhra Pradesh,2714,1779,56,0,292969,879
23-05-2020,Arunachal Pradesh,1,1,0,0,5206,0
23-05-2020,Assam,347,57,4,3,60405,283
23-05-2020,Bihar,2394,653,11,0,61220,1730
23-05-2020,Chandigarh,225,179,3,0,3749,43
23-05-2020,Chhattisgarh,214,64,0,0,49763,150
23-05-2020,Delhi,12910,6267,231,0,165047,6412
23-05-2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9298,1
23-05-2020,Goa,55,16,0,0,11945,39
23-05-2020,Gujarat,13669,6169,829,0,178068,6671
23-05-2020,Himachal Pradesh,185,57,4,3,25905,121
23-05-2020,Haryana,1131,750,16,0,94035,365
23-05-2020,Jharkhand,350,141,3,0,45785,206
23-05-2020,Jammu and Kashmir,1569,774,21,0,124074,774
23-05-2020,Karnataka,1959,608,42,2,196196,1307
23-05-2020,Kerala,795,515,5,0,60443,275
23-05-2020,Ladakh,49,43,0,0,5727,6
23-May-20,Maharashtra,47190,13404,1577,0,348932,32209
23-05-2020,Meghalaya,14,12,1,0,3682,1
23-05-2020,Manipur,29,2,0,0,4094,27
23-05-2020,Madhya Pradesh,6371,3267,281,0,132769,2823
23-05-2020,Mizoram,1,1,0,0,336,0
23-05-2020,Nagaland,0,0,0,0,1065,0
23-05-2020,Odisha,1269,497,7,0,118446,765
23-05-2020,Punjab,2045,1870,39,0,63567,136
23-05-2020,Puducherry,26,10,0,0,6349,16
23-05-2020,Rajasthan,6742,3786,160,0,303935,2796
23-05-2020,Sikkim,1,0,0,0,1707,1
23-05-2020,Telangana,1813,1068,49,0,23388,696
23-05-2020,Tamil Nadu,15512,7491,104,0,397340,7917
23-05-2020,Tripura,191,152,0,0,18737,39
23-05-2020,India,131425,54409,3868,8,2943421,73140
23-05-2020,State Unassigned,1899,0,0,0,,1899
23-05-2020,Uttar Pradesh,6017,3406,155,0,217867,2456
23-05-2020,Uttarakhand,244,55,1,0,19248,188
23-05-2020,West Bengal,3459,1281,269,0,129608,1909
24-05-2020,Andaman and Nicobar Islands,33,33,0,0,7327,0
24-05-2020,Andhra Pradesh,2780,1841,56,0,304326,883
24-05-2020,Arunachal Pradesh,2,1,0,0,5428,1
24-05-2020,Assam,393,58,4,3,66444,328
24-05-2020,Bihar,2574,702,11,0,63741,1861
24-05-2020,Chandigarh,262,179,4,0,3904,79
24-05-2020,Chhattisgarh,252,64,0,0,49763,188
24-05-2020,Delhi,13418,6540,261,0,169873,6617
24-05-2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,9678,1
24-05-2020,Goa,66,16,0,0,12499,50
24-05-2020,Gujarat,14063,6412,858,0,182868,6793
24-05-2020,Himachal Pradesh,203,59,4,3,27288,137
24-05-2020,Haryana,1184,765,16,0,97006,403
24-05-2020,Jharkhand,370,148,4,0,48641,218
24-05-2020,Jammu and Kashmir,1621,809,21,0,130433,791
24-05-2020,Karnataka,2089,654,42,2,206313,1391
24-05-2020,Kerala,848,520,6,0,61900,322
24-05-2020,Ladakh,52,43,0,0,5730,9
24-May-20,Maharashtra,50231,14600,1635,0,363470,33996
24-05-2020,Meghalaya,14,12,1,0,3682,1
24-05-2020,Manipur,32,4,0,0,4094,28
24-05-2020,Madhya Pradesh,6665,3408,290,0,135889,2967
24-05-2020,Mizoram,1,1,0,0,342,0
24-05-2020,Nagaland,0,0,0,0,1097,0
24-05-2020,Odisha,1336,550,7,0,123834,779
24-05-2020,Punjab,2060,1898,40,0,66142,122
24-05-2020,Puducherry,41,12,0,0,6536,29
24-05-2020,Rajasthan,7028,3848,163,0,317067,3017
24-05-2020,Sikkim,1,0,0,0,1855,1
24-05-2020,Telangana,1854,1092,53,0,23388,709
24-05-2020,Tamil Nadu,16277,8324,112,0,409615,7841
24-05-2020,Tripura,194,165,0,0,19278,29
24-05-2020,India,138536,57694,4024,9,3033591,76809
24-05-2020,State Unassigned,2338,0,0,0,,2338
24-05-2020,Uttar Pradesh,6268,3538,161,0,229621,2569
24-05-2020,Uttarakhand,317,58,3,1,20969,255
24-05-2020,West Bengal,3667,1339,272,0,138824,2056
25-05-2020,Andaman and Nicobar Islands,33,33,0,0,7363,0
25-05-2020,Andhra Pradesh,2886,1892,56,0,314566,938
25-05-2020,Arunachal Pradesh,2,1,0,0,5997,1
25-05-2020,Assam,549,63,4,3,70029,479
25-05-2020,Bihar,2737,733,13,0,63741,1991
25-05-2020,Chandigarh,266,187,4,0,4089,75
25-05-2020,Chhattisgarh,292,67,0,0,55022,225
25-05-2020,Delhi,14053,6771,276,0,174469,7006
25-05-2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10085,1
25-05-2020,Goa,67,19,0,0,12860,48
25-05-2020,Gujarat,14468,6636,888,0,186361,6944
25-05-2020,Himachal Pradesh,223,63,4,3,28346,153
25-05-2020,Haryana,1213,802,16,0,99987,395
25-05-2020,Jharkhand,405,148,4,0,50709,253
25-05-2020,Jammu and Kashmir,1668,809,23,0,134188,836
25-05-2020,Karnataka,2182,705,43,3,219894,1431
25-05-2020,Kerala,897,532,6,0,63009,359
25-05-2020,Ladakh,53,43,0,0,5896,10
25-May-20,Maharashtra,52667,15786,1695,0,379185,35186
25-05-2020,Meghalaya,15,12,1,0,3682,2
25-05-2020,Manipur,36,4,0,0,5041,32
25-05-2020,Madhya Pradesh,6859,3571,300,0,138584,2988
25-05-2020,Mizoram,1,1,0,0,359,0
25-05-2020,Nagaland,3,0,0,0,1366,3
25-05-2020,Odisha,1438,649,7,0,127776,782
25-05-2020,Punjab,2081,1913,40,0,67213,128
25-05-2020,Puducherry,49,17,0,0,6606,32
25-05-2020,Rajasthan,7300,4056,167,0,327836,3077
25-05-2020,Sikkim,1,0,0,0,2103,1
25-05-2020,Telangana,1920,1164,56,0,23388,700
25-05-2020,Tamil Nadu,17082,8731,119,0,421450,8232
25-05-2020,Tripura,198,165,0,0,20871,33
25-05-2020,India,144950,60706,4173,12,3126119,80059
25-05-2020,State Unassigned,2642,0,0,0,,2642
25-05-2020,Uttar Pradesh,6497,3660,169,0,235622,2668
25-05-2020,Uttarakhand,349,58,4,3,22117,284
25-05-2020,West Bengal,3816,1414,278,0,148049,2124
26-05-2020,Andaman and Nicobar Islands,33,33,0,0,7448,0
26-05-2020,Andhra Pradesh,2983,2017,57,0,322714,909
26-05-2020,Arunachal Pradesh,2,1,0,0,6319,1
26-05-2020,Assam,683,63,4,3,72654,613
26-05-2020,Bihar,2968,800,14,0,63741,2154
26-05-2020,Chandigarh,278,187,4,0,4207,87
26-05-2020,Chhattisgarh,360,79,0,0,57479,281
26-05-2020,Delhi,14465,6954,288,0,178579,7223
26-05-2020,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10388,1
26-05-2020,Goa,67,28,0,0,13303,39
26-05-2020,Gujarat,14829,7137,915,0,189313,6777
26-05-2020,Himachal Pradesh,247,63,4,3,29379,177
26-05-2020,Haryana,1305,824,16,0,102018,465
26-05-2020,Jharkhand,426,153,4,0,53309,269
26-05-2020,Jammu and Kashmir,1759,833,24,0,140962,902
26-05-2020,Karnataka,2283,764,43,3,228914,1473
26-05-2020,Kerala,964,542,7,0,65303,415
26-05-2020,Ladakh,53,43,0,0,5896,10
26-May-20,Maharashtra,54758,16954,1792,0,390757,36012
26-05-2020,Meghalaya,20,12,1,0,6553,7
26-05-2020,Manipur,39,4,0,0,6233,35
26-05-2020,Madhya Pradesh,7024,3689,305,0,141508,3030
26-05-2020,Mizoram,1,1,0,0,438,0
26-05-2020,Nagaland,4,0,0,0,1366,4
26-05-2020,Odisha,1517,733,7,0,131595,777
26-05-2020,Punjab,2106,1918,40,0,69818,148
26-05-2020,Puducherry,49,17,0,0,6677,32
26-05-2020,Rajasthan,7536,4276,170,0,337159,3090
26-05-2020,Sikkim,1,0,0,0,2255,1
26-05-2020,Telangana,2032,1284,57,0,23388,691
26-05-2020,Tamil Nadu,17728,9342,130,0,431739,8256
26-05-2020,Tripura,232,165,0,0,22049,67
26-05-2020,India,150857,64291,4346,12,3242160,82208
26-05-2020,State Unassigned,2970,0,0,0,,2970
26-05-2020,Uttar Pradesh,6724,3824,177,0,240588,2723
26-05-2020,Uttarakhand,400,64,4,3,23076,329
26-05-2020,West Bengal,4009,1486,283,0,157277,2240
27-05-2020,Andaman and Nicobar Islands,33,33,0,0,7499,0
27-05-2020,Andhra Pradesh,3117,2065,58,0,332378,994
27-05-2020,Arunachal Pradesh,2,1,0,0,6436,1
27-05-2020,Assam,784,88,4,3,72654,689
27-05-2020,Bihar,3036,918,15,0,68262,2103
27-05-2020,Chandigarh,279,187,4,0,4332,88
27-05-2020,Chhattisgarh,364,83,0,0,59320,281
27-05-2020,Delhi,15257,7264,303,0,184362,7690
